UWI,SurfLat,SurfLong,"TD, m","GL, m","Depth subsea, m","Depth subsurface, m","TSC, h","BHT, C","Synthetic Temp, C","Static Temp, C","True Temp, C",source,label
42041309360000,30.6304893493652,-96.3417816162109,3021.4823033125663,105.43031662622987,2923.793906438595,3029.224223064825,6.0,103.33333333333333,,,,,train
42041309670000,30.7777542,-96.401937,2514.5999195328027,122.95631606539789,2403.347923092866,2526.3042391582644,6.0,79.44444444444444,,,,,test
42041310960000,30.7424697875977,-96.4031600952148,2609.0879165091865,117.77471623120907,2524.3535192206873,2642.128235451896,0.0,96.11111111111111,,,,,train
42041311700000,30.6326503753662,-96.5348281860352,2449.0679216298267,87.38006120383803,2350.5321807829705,2437.9122419868086,0.0,108.88888888888889,,118.8888889,118.8888889,static,train
42041311780000,30.7737598419189,-96.4186401367188,2506.9799197766424,132.8927957474305,2379.695443849746,2512.5882395971767,6.0,92.22222222222223,,,,,test
42041311970000,30.7063407897949,-96.4108734130859,2673.0959144609305,114.42191633849868,2564.2823179429656,2678.7042342814643,3.0,101.66666666666667,,,,,train
42041311980000,30.6431198120117,-96.53466796875,2424.3791224198685,83.81999731776008,2337.328245205496,2421.1482425232566,1.75,93.88888888888889,,105.0,105.0,static,train
42041312500000,30.6669406890869,-96.5214462280273,2420.1119225564184,85.92311725046024,2339.7971251264917,2425.7202423769522,3.0,100.55555555555556,,,,,train
42041313290000,30.6570301055908,-96.5722503662109,2306.116726204265,85.77071725533705,2225.9543287694614,2311.7250460247983,4.0,85.0,,,,,test
42041313380000,30.6848201751709,-96.2699203491211,3017.2151034491167,102.71759671303691,2920.1058265566135,3022.8234232696504,5.0,96.66666666666667,,,,,train
42041314550000,30.7793119,-96.4239768,2493.2639202155547,122.95631606539789,2375.9159239706905,2498.872240036089,6.0,81.11111111111111,,,,,train
42041315490000,30.6775493621826,-96.2258529663086,4170.273466551249,104.05871667012106,3176.625498347984,3280.684215018105,7.5,96.66666666666667,,,,,test
42051303970000,30.4267597198486,-96.7151718139648,2522.2199192889625,119.90831616293387,2308.8599261164823,2428.768242279416,7.0,74.44444444444444,,,,,test
42051304680000,30.5205497741699,-96.8094100952148,2116.83593226125,159.22751490471953,1675.1807463942162,1834.4082612989355,4.5,75.55555555555556,,,,,train
42051305140000,30.3602104187012,-96.7626037597656,2519.1719193864988,92.47631704075785,2418.5879226051866,2511.064239645945,3.0,143.33333333333334,,,,,train
42051305380000,30.3533306121826,-96.7539901733398,2554.2239182648345,97.96271686519306,2461.8695212201756,2559.8322380853683,20.0,103.33333333333333,,111.1111111,111.1111111,static,train
42051305480000,30.3980903625488,-96.7576217651367,2470.4039209470748,122.19431608978188,2349.2459248241303,2471.4402409139125,6.0,98.33333333333333,,,,,train
42051306040000,30.3769397735596,-96.7231674194336,2595.3719169480987,121.61519610831373,2486.3754404359856,2607.9906365442994,8.0,88.88888888888889,,,,,train
42051306100000,30.4174308776855,-96.5044479370117,4269.028663391083,91.86671706026505,2880.6647078187293,2972.531424878994,5.0,96.11111111111111,,,,,test
42051306120000,30.3823038,-96.7074549,2625.5471159824924,110.45951646529547,2534.716718889065,2645.1762353543604,9.0,90.0,,,,,train
42051306370000,30.4230616,-96.7396288,2491.13032028383,126.91871593860108,2357.3231245656602,2484.2418405042613,14.0,98.88888888888889,,,,,train
42051306560000,30.3484122,-96.7443921,2682.2399141683227,95.61575694029578,2507.4980797600615,2603.1138367003578,7.0,91.11111111111111,,,,,test
42051306740000,30.4823686,-96.6853803,2481.071920605699,111.52631643115787,2372.715524073103,2484.241840504261,5.0,123.88888888888889,,,,,train
42051306750000,30.3778821,-96.7066061,2503.9319198741787,111.98351641652746,2397.556723278185,2509.5402396947125,0.0,85.55555555555556,,,,,train
42051306970000,30.4457108,-96.6857498,2530.144719035369,106.80191658233866,2428.9511222735637,2535.7530388559026,6.5,87.77777777777777,,,,,test
42051307260000,30.5302457,-96.6334436,2457.907121346972,126.30911595810828,2337.5111251996436,2463.8202411577518,7.0,87.77777777777777,,,,,test
42051307360000,30.5640365,-96.6623344,2344.8263249655574,134.8435156850075,2217.724729032808,2352.568244717816,5.0,84.44444444444444,,,,,test
42051307530000,30.4280395507813,-96.7116928100586,2529.8399190451228,115.64111629948427,2419.807122566172,2535.448238865657,4.0,90.55555555555556,,,,,train
42051307640000,30.4843631,-96.682876,2450.5919215810586,113.50751636775946,2342.692725033833,2456.2002414015924,6.5,93.33333333333333,,,,,train
42051307650000,30.4866661,-96.6962382,2419.197522585679,114.42191633849868,2310.3839260677146,2424.805842406213,0.0,38.888888888888886,,,,,train
42051307850000,30.3773097991943,-96.7432479858398,2548.1279184599066,111.55679643018252,2438.8266419575475,2550.3834383877297,0.0,86.11111111111111,,,,,test
42051308330000,30.5400973,-96.6440223,2425.598322380854,133.0147157435291,2298.1919264578582,2431.2066422013872,4.5,91.11111111111111,,,,,train
42051308420000,30.3700923,-96.7223043,2606.0399166067227,124.78511600687628,2486.2535204398873,2611.0386364467636,7.0,84.44444444444444,,,,,test
42051308540000,30.3607893,-96.7474348,2558.7959181185306,105.27791663110666,2459.4311212982043,2564.709037929311,4.5,97.77777777777777,,,,,train
42051308570000,30.383960723877,-96.7268905639648,2586.2279172407066,114.11711634825227,2477.719120712988,2591.8362370612404,6.0,80.0,,,,,train
42051309040000,30.4708803,-96.6831961,2479.5479206544665,106.19231660184586,2378.9639238731543,2485.1562404750002,0.0,91.11111111111111,,,,,test
42051309240000,30.3931876,-96.7526764,2492.959120225308,111.67871642628107,2383.231123736604,2494.909840162885,18.0,90.0,,,,,train
42051309360000,30.4509487,-96.7012819,2507.5895197571353,129.6619158508187,2381.4023237951255,2511.0642396459443,10.5,79.44444444444444,,117.0555556,117.0555556,static,train
42051309370000,30.4181003570557,-96.7332077026367,2520.6959193377306,129.3571158605723,2385.669523658575,2515.026639519148,7.5,91.11111111111111,,,,,test
42051309430000,30.3839248,-96.6412658,2855.975908608771,111.06911644578827,2744.723912168835,2855.793028614623,6.0,99.44444444444444,,,,,train
42051309640000,30.4357109069824,-96.7830276489258,2383.5359237268503,126.79679594250253,2262.3474476048814,2389.144243547384,5.0,81.66666666666667,,,,,train
42051309880000,30.4230899810791,-96.7542419433594,2490.215920313091,131.7955157825435,2364.0287243510807,2495.8242401336247,10.0,90.55555555555556,,,,,train
42051309940000,30.4253594,-96.6782155,2627.680715914217,111.67871642628107,2521.61031930847,2633.2890357347505,0.0,96.11111111111111,,,,,test
42051310100000,30.3592300415039,-96.6728973388672,3352.7998927104036,94.1831969861377,2777.5203911193476,2871.7035881054853,6.0,97.77777777777777,,,,,train
42051310320000,30.4641094,-96.5947538,2767.583911437315,108.93551651406347,2664.2567147437853,2773.1922312578486,2.0,85.55555555555556,,,,,train
42051310330000,30.3798198699951,-96.6077499389648,2959.607905292547,104.36351666036747,2860.852708452713,2965.216225113081,8.0,101.11111111111111,,,,,test
42051310430000,30.3330993652344,-96.512336730957,3503.980687872618,83.02751734311944,3214.1158971482914,3297.1434144914106,6.0,105.55555555555556,,,,,train
42051310480000,30.4603099822998,-96.7435913085938,2410.9679228490268,120.97511612879627,2295.6011265407637,2416.57624266956,0.0,85.0,,,,,test
42051310530000,30.4968395233154,-96.5700302124023,2721.863912900355,109.24031650430986,2618.2319162165786,2727.4722327208883,4.0,88.88888888888889,,,,,train
42051310590000,30.3972356,-96.6361197,2825.495909584131,112.59311639702027,2718.5111130076443,2831.1042294046647,28.0,100.0,,,,,train
42051310600000,30.3896708,-96.6344468,2841.0407090866975,108.02111654332427,2738.627912363907,2846.649028907231,8.0,96.66666666666667,,,,,train
42051311590000,30.4451904296875,-96.3155364990234,3828.8974774752805,75.16367759476232,3245.449336145621,3320.6130137403834,13.5,76.11111111111111,,,,,test
42051312330000,30.6104586,-96.6060498,2368.2959242145307,122.04191609465867,2251.8623279404055,2373.904244035064,15.0,81.66666666666667,,,,,train
42051312420000,30.6068555,-96.6015083,2376.525523951183,118.68911620194828,964.9967691201034,1083.6858853220515,4.0,56.666666666666664,,,,,test
42051313870000,30.4677391052246,-96.6579895019531,2526.1823191621656,94.00031699198985,2437.485522000463,2531.485838992453,10.0,92.77777777777777,,,,,test
42051314350000,30.5539302825928,-96.6594772338867,2422.8551224686357,124.48031601662989,2303.98312627254,2428.46344228917,4.0,80.0,,,,,test
42051314640000,30.5166797637939,-96.6018600463867,2636.2151156411164,115.64111629948427,2526.1823191621656,2641.8234354616498,6.0,91.11111111111111,,,,,test
42051315010000,30.5891899,-96.6061025,2413.406322770998,105.27791663110666,2313.736725960425,2419.0146425915314,4.0,96.11111111111111,,,,,train
42051315180000,30.5231895446777,-96.5947265625,2634.386315699638,116.86031626046987,2523.134319259702,2639.994635520171,8.0,89.44444444444444,,,,,train
42051315190000,30.5480194091797,-96.6503372192383,2458.5167213274653,134.53871569476112,2327.757525511759,2462.2962412065203,5.0,60.0,,,,,train
42051315580000,30.5620471,-96.5582263,2598.724716840809,91.56191707001865,2502.712719913193,2594.274636983212,20.5,85.55555555555556,,,,,train
42051315590000,30.4026298522949,-96.7941818237305,2516.428719474281,120.21311615318028,2402.7383231123736,2522.9514392655537,5.0,78.88888888888889,,,,,train
42051316070000,30.35378074646,-96.7438430786133,2655.112715036393,103.44911668962826,2554.528718255081,2657.9778349447092,6.0,92.22222222222223,,,,,test
42051316200000,30.4284191131592,-96.6753616333008,2619.146316187318,104.66831665061386,2519.1719193864988,2623.8402360371124,0.0,96.66666666666667,,,,,train
42051316460000,30.5309505462646,-96.5857315063477,2630.1191158361885,116.25071627997707,2519.476719376745,2635.727435656722,4.0,86.11111111111111,,,,,train
42051316590000,30.3586902618408,-96.6021423339844,3073.603101644701,95.21951695297545,2705.404713427049,2800.624230380025,0.0,81.66666666666667,,,,,train
42051317340000,30.3498306274414,-96.7382431030273,2682.2399141683227,105.27791663110666,2582.57031735775,2687.8482339888565,5.0,94.44444444444444,,,,,train
42051317410000,30.3818397521973,-96.6140670776367,2964.4847051364895,105.27791663110666,2864.8151083259168,2970.0930249570233,4.0,87.77777777777777,,,,,train
42051317780000,30.6068706512451,-96.5574264526367,2455.773521415247,94.7927969666305,2366.5890442691507,2461.3818412357814,7.5,93.33333333333333,,,,,train
42051318310000,30.50657081604,-96.5865707397461,2706.623913388035,117.16511625071628,2595.0671169578522,2712.2322332085682,6.0,96.66666666666667,,,,,train
42051318560000,30.4923971,-96.6356667,2597.81031687007,113.20271637751307,2490.215920313091,2603.418636690604,13.0,97.77777777777777,,,,,train
42051319560000,30.3784599304199,-96.7342224121094,2625.242315992246,121.73711610441228,2509.113519708367,2630.85063581278,6.5,96.11111111111111,,,,,train
42051325170000,30.557982,-96.5645842,2593.847916996867,115.64111629948427,2483.815120517916,2599.4562368174,2.0,93.33333333333333,,,,,train
42051325270000,30.5567423,-96.5769011,2539.5935187330074,104.97311664086025,2435.656722058985,2540.6298386998455,4.0,82.77777777777777,,,,,train
42051325800000,30.55780735,-96.60253212,2493.2639202155547,112.59311639702027,2386.2791236390676,2498.8722400360884,0.0,95.55555555555556,,,,,train
42051326000000,30.5212482,-96.6290715,2561.843918020995,133.0147157435291,2445.715121737116,2578.729837480645,4.5,146.66666666666666,,,,,train
42051326100000,30.5518093109131,-96.5957565307617,2540.812718693993,124.78511600687628,2416.759122663708,2541.5442386705845,6.0,85.55555555555556,,,,,train
42051327690000,30.554465,-96.8899546,1867.2047402494484,132.7099157532827,1740.1031443166994,1872.813060069982,4.0,71.66666666666667,,,,,train
42051327840000,30.5663890838623,-96.5962829589844,2470.4039209470748,112.89791638726668,2361.59032442911,2474.488240816376,12.0,85.0,,,,,train
42123303590000,29.0602207183838,-97.4840087890625,4450.079857597444,127.52831591909388,593.7503809999878,721.2786969190818,3.5,42.22222222222222,,55.0617284,55.0617284,static,train
42123309360000,29.0124797821045,-97.4749221801758,4407.407858962949,119.93879616195852,647.6694992745761,767.6082954365346,3.5,42.22222222222222,,140.0,140.0,static,train
42123309670000,29.0129795074463,-97.483512878418,4450.079857597444,129.11327586837515,2932.1149461723217,3061.228222040697,7.5,98.88888888888889,,,,,train
42123309750000,28.9976596832275,-97.4899215698242,4450.079857597444,108.29543653454601,2991.032784286951,3099.328220821497,24.0,93.33333333333333,,176.3333333,176.3333333,static,train
42123309830000,29.1204204559326,-97.2090682983398,5258.409431730898,81.74735738408457,4953.060801502054,5034.80815888614,10.0,185.55555555555554,,,,,test
42123310090000,28.950080871582,-97.6438827514648,5073.700637641579,142.7683154314139,4671.974250496824,4814.742565928238,2.0,157.77777777777777,,,,,test
42127000690000,28.555290222168,-100.002128601074,2494.7879201667865,225.76535277550872,686.0742980456225,911.8396508211312,1.5,47.77777777777778,,,,,train
42127301140000,28.4919490814209,-99.8180313110352,2712.11031321247,189.49415393618705,2528.224479096817,2717.718633033004,3.0,92.22222222222223,,,,,train
42127308630000,28.4775009155273,-99.6453094482422,2415.5399227027224,166.54271467063313,2254.6055278526233,2421.1482425232566,4.0,104.44444444444444,,,,,train
42127309400000,28.4912562,-99.6338377,2428.9511222735637,155.2651150315163,2253.386327891638,2408.651442923154,3.0,103.33333333333333,,,,,test
42127310470000,28.3209896087646,-100.013389587402,2005.583935821314,247.6195120761756,1763.5727435656722,2011.1922556418476,4.0,74.44444444444444,,,,,train
42127310890000,28.5382709503174,-99.9290084838867,2104.643932651394,227.30459272625305,1648.8612672364393,1876.1658599626924,0.0,73.33333333333333,,,,,train
42127311200000,28.3841495513916,-99.8858184814453,2382.926323746358,215.92031309054997,2167.1279306519064,2383.048243742456,5.5,81.66666666666667,,,,,test
42127311560000,28.6076146,-99.5095954,2553.004718303849,194.39838577925164,2364.214652345131,2558.613038124383,7.0,84.44444444444444,,,,,test
42127311570000,28.6372331,-99.5258929,2895.599907340803,184.38875409955986,2716.819473061777,2901.2082271613367,15.0,95.55555555555556,,,,,test
42127311860000,28.30419921875,-99.7814102172852,2855.975908608771,203.42351349044756,1380.439155825947,1583.8626693163944,0.0,62.77777777777778,,,,,train
42127311880000,28.566058,-99.9418645,2118.969532192975,205.91677741066312,1918.0514746223528,2123.9682520330157,0.0,77.77777777777777,,,,,train
42127311920000,28.6215496063232,-99.4929809570313,2285.9999268480024,192.14591385133076,2099.462332817205,2291.6082466685357,6.0,81.11111111111111,,,,,test
42127312130000,28.5638453,-99.9002202,2148.839931237122,222.016312895478,1932.431938162178,2154.448251057656,8.0,80.55555555555556,,,,,train
42127315410000,28.5691204071045,-99.4377517700195,2302.1543263310614,165.59783470086927,2132.716011753088,2298.313846453957,15.0,81.11111111111111,,,,,train
42127315740000,28.250659942627,-100.058059692383,3510.9910876482854,227.50271271991318,3288.7918947586595,3516.2946074785723,5.0,126.66666666666667,,,,,train
42127316180000,28.3599491119385,-99.8479309082031,2567.0255178551834,198.54671364650517,2367.3815242437913,2565.9282378902963,5.0,88.33333333333333,,,,,train
42127316900000,28.2387504577637,-99.9299163818359,2495.0927201570335,258.8056717182185,2241.8953682593483,2500.701039977567,6.0,91.11111111111111,,,,,train
42127317010000,28.5812702178955,-99.7296524047852,2400.2999231904023,181.26455419953425,1982.3276965655136,2163.592250765048,4.5,77.22222222222223,,,,,train
42127317020000,28.5830097198486,-99.6340408325195,2538.9839187525145,175.07711439753234,2369.515124175516,2544.5922385730482,14.0,87.22222222222223,,,,,train
42127317180000,28.545690536499,-99.5916137695313,2520.0863193572377,153.74111508028432,2040.3311347094036,2194.072249789688,4.0,72.22222222222223,,,,,train
42127317320000,28.5649299621582,-99.9239196777344,2103.119932700162,201.09484156496507,1907.633410955731,2108.728252520696,8.0,84.44444444444444,,,,,train
42127317560000,28.2573699951172,-99.970703125,2453.639921483523,236.3419124370588,2208.5807293254165,2444.9226417624755,3.0,88.33333333333333,,,,,train
42127318560000,28.3958606719971,-99.4485778808594,3052.5719023176994,145.9687153290011,2912.2115068092317,3058.1802221382327,6.0,104.44444444444444,,,,,train
42127322920000,28.4678802490234,-100.018867492676,1920.239938552322,248.53391204691482,1677.314346325941,1925.8482583728555,0.0,71.11111111111111,,,,,test
42127323000000,28.4547691345215,-99.8231201171875,2311.907926018946,193.36511381231637,2124.151132027164,2317.5162458394802,20.5,87.22222222222223,,,,,train
42127328970000,28.6173191070557,-99.4589080810547,3098.901500835152,182.42279416247058,1758.665463722705,1941.0882578851756,6.5,71.11111111111111,,,,,train
42127332970000,28.5868876,-99.976459,2125.065531997903,221.8029529023055,1908.8708989161312,2130.673851818437,10.0,87.77777777777777,,,,,train
42149304080000,30.0134696960449,-96.848747253418,3482.3398885651236,136.9771156167323,2864.5103083356703,3001.4874239524024,4.5,95.55555555555556,,,,,test
42149304890000,30.0169105529785,-97.0212326049805,2535.0215188793113,120.51791614342667,2420.1119225564184,2540.6298386998455,6.5,85.55555555555556,,,,,train
42149305140000,30.0144290924072,-97.0548934936523,2410.9679228490268,114.42191633849868,2299.1063264285976,2413.5282427670963,5.5,83.33333333333333,,,,,train
42149305750000,29.8064498901367,-97.1780624389648,2456.6879213859866,122.04191609465867,2340.254325111862,2462.2962412065203,6.0,87.77777777777777,,,,,train
42149305880000,29.9019603729248,-97.1279907226563,2545.994318528182,138.80591555821067,2406.0911230050842,2544.8970385632947,5.5,86.66666666666667,,,,,train
42149307960000,29.9685001373291,-97.1075820922852,2293.619926604162,102.22991672864266,2197.9127296667925,2300.142646395435,6.5,79.44444444444444,,,,,train
42149308070000,29.9633903503418,-97.1136093139648,2285.9999268480024,100.40111678716426,2191.207129881372,2291.608246668536,3.5,77.77777777777777,,,,,train
42149308390000,29.9573022,-96.9214646,3105.911900610819,86.38031723582984,3015.9959034881313,3102.376220723961,7.0,101.66666666666667,,,,,train
42149308450000,29.7782001495361,-97.219482421875,2367.0767242535453,125.08991599712269,2250.64312797942,2375.7330439765424,9.0,81.11111111111111,,,,,train
42149323530000,29.9369297027588,-96.7750473022461,4023.359871252484,139.5679155338267,3889.400275539191,4028.968191073018,0.0,140.55555555555554,,,,,train
42149324840000,29.8008003234863,-97.08984375,2878.835907877251,129.3571158605723,2528.0111191036444,2657.3682349642163,0.0,93.33333333333333,,,,,test
42149325050000,30.0719299316406,-96.6577835083008,4223.308664854122,130.30199583033612,3935.2421940722497,4065.5441899025864,8.0,136.11111111111111,,,,,train
42161304400000,31.4227199554443,-96.226188659668,4662.525450799185,149.77871520708112,4518.355055412639,4668.133770619719,8.0,166.11111111111111,,175.5555556,175.5555556,static,train
42163304780000,28.8104991912842,-98.9015426635742,2057.399934163202,151.60751514855951,1911.4007388351763,2063.008253983736,7.5,70.55555555555556,,,,,test
42163306230000,28.647308,-98.9591873,2520.391119347484,145.72487533680396,2380.274563831214,2525.9994391680184,11.5,81.11111111111111,,,,,test
42163307280000,28.808780670166,-99.2956085205078,1927.859938308482,169.80407456626963,1763.6641835627463,1933.468258129016,0.0,66.66666666666667,,,,,test
42163317830000,28.8587398529053,-98.8501434326172,2042.1599346508822,196.71791370502675,1851.0503407663891,2047.7682544714157,5.0,76.66666666666667,,,,,train
42177301620000,29.386890411377,-97.8018188476563,1429.5119542556174,145.8163153338779,1289.3039587422734,1435.1202740761512,4.0,57.77777777777778,,,,,train
42177302180000,29.56183,-97.58174,1472.7935528706064,120.73127613659915,1357.670596554541,1478.40187269114,3.0,57.77777777777778,,,,,test
42177305970000,29.4163303375244,-97.5794219970703,2072.6399336755226,115.33631630923787,561.7463820241157,677.0826983333537,3.0,40.0,,,,,train
42177306900000,29.4102993011475,-97.5276107788086,2328.6719254824984,104.57687665353994,2212.634569195694,2317.2114458492338,15.5,83.33333333333333,,,,,train
42177306920000,29.502269744873,-97.5576782226563,3202.2286975286816,112.92839638629131,2483.479840528645,2596.408236914937,7.0,94.44444444444444,,,,,train
42177307020000,29.2304496765137,-97.6852416992188,2432.3039221662743,90.03791711878665,2347.8743248680216,2437.9122419868086,6.0,92.22222222222223,,,,,train
42177307630000,29.6441802978516,-97.2426300048828,2663.0375147827995,103.44911668962826,2565.196717913705,2668.6458346033332,4.0,88.88888888888889,,,,,train
42177307700000,29.5386905670166,-97.5593795776367,1704.4415454578705,140.32991550944269,1545.3359505492497,1685.6658660586922,3.0,65.55555555555556,,,,,train
42177308050000,29.4604892730713,-97.5900497436523,1894.3319393813779,132.40511576303632,1767.5351434388754,1899.9402592019119,0.0,69.44444444444444,,,,,train
42177308170000,29.3955897,-97.5864881,2122.6271320759315,103.75391667987466,2018.6903354019094,2122.444252081784,5.5,76.66666666666667,,,,,train
42177308260000,29.4301608,-97.6224486,1897.0751392935956,115.03151631899148,1817.522341839285,1932.5538581582764,9.0,69.44444444444444,,,,,train
42177308270000,29.4692379,-97.5735803,1948.8911376354836,127.22351592884749,1827.2759415271698,1954.4994574560174,5.0,75.55555555555556,,,,,train
42177308300000,29.3380977,-97.6113835,2253.691127881884,99.48671681642506,2159.8127308859926,2259.2994477024176,5.5,77.22222222222223,,,,,train
42177308340000,29.5721206665039,-97.4450378417969,2058.923934114434,132.7099157532827,1922.6783384742932,2055.3882542275755,4.5,75.55555555555556,,91.11111111,91.11111111,static,train
42177309080000,29.5762405395508,-97.3309631347656,2514.5999195328027,104.36351666036747,2415.8447226929693,2520.2082393533365,3.5,92.22222222222223,,,,,train
42177309100000,29.5535202026367,-97.4962692260742,1875.4343399861011,101.62031674814986,1778.5079430877458,1880.1282598358955,7.25,74.44444444444444,,79.44444444,79.44444444,static,train
42177309400000,29.2478031,-97.6816871,2369.8199241657626,85.34399726899208,2278.8676070762367,2364.211604345229,5.5,84.44444444444444,,,,,test
42177309850000,29.2868099212646,-97.6926193237305,2144.267931383426,114.72671632874507,2035.1495348752148,2149.8762512039602,8.5,74.44444444444444,,,,,train
42177313020000,29.2587890625,-97.6485900878906,2481.071920605699,88.51391716755464,2398.1663232586775,2486.680240426232,17.333333333333332,85.0,,,,,train
42177314470000,29.4173393249512,-97.5165176391602,2333.853525316687,101.31551675790345,2235.0983284768536,2336.413845234757,4.0,85.0,,,,,train
42177314700000,29.5542697906494,-97.3848724365234,2365.2479243120665,102.10799673254411,2268.7482474000562,2370.8562441326003,4.75,80.0,,,,,test
