UWI,SurfLat,SurfLong,"TD, m_x","GL, m","Depth subsea, m","Depth subsurface, m","TSC, h","BHT, C","Synthetic Temp, C","Static Temp, C","True Temp, C",source,label,SurfaceLatitude_NAD27,SurfaceLongitude_NAD27,BottomLatitude_NAD27,BottomLongitude_NAD27,"oil total cum, bbl","gas total cum, mcf","water total cum, bbl",gor total average,"gas maximum, mcf","oil maximum, bbl","water maximum, bbl",status,Mud Wt,"TD, m_y","MW at Depth(KB), m","KB, m","Min casing size, in",cumoil,cumgas,cumwater,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL
42013326640000,28.8255405426025,-98.1487121582031,3355.847892612868,165.1406347154997,3196.3155777179018,3361.456212433401,14.0,110.0,133.5953777777778,138.6111111,138.6111111,static,train,28.8252357724677,-98.148954551058,28.8252358,-98.1489545,228.0,5717005.0,31942.229,25074583.333,58243.0,228.0,810.765,producing,10.2,3355.847892612868,3355.847892612868,159.5323148949659,5.5,228.0,5717005.0,31942.229,69.22300524627144,0.2722117161689668,0.1980478658479059,0.1500948502423105,0.1604562403854532,4.8521385143070646,2.4308,8.0714
42013332560000,28.9074096679688,-98.4476776123047,3352.799892710404,132.1003157727899,3226.3078967581478,3358.408212530937,7.083333333333333,96.66666666666669,129.34944444444443,,129.34944444444443,synthetic,train,28.9073906384113,-98.4470447162855,28.9073906,-98.4470447,34709.84135872496,648225.4199979116,44087.301232620404,32174659.689654447,20893.102547984006,2037.4809415547247,1581.8801720292354,plugged,10.1,3352.799892710404,3352.799892710404,126.49199595225612,4.324393061132698,43070.24983910153,769371.1669650768,46651.235837254004,68.76458400089723,0.2427884972143301,0.16151227928231,0.0983710996286673,0.1071207119303614,4.84900519663244,2.5247107703782805,9.86459716324066
42013339770000,28.7941703796387,-98.1953430175781,3352.799892710404,147.34031528510988,3211.067897245827,3358.408212530937,6.0,113.88888888888889,,,,,test,28.794175455211,-98.1951974277554,28.7941756,-98.1951974,0.0,773076.0,8822.02,36959231.81145057,34656.0,0.0,519.84,producing,10.3,3352.799892710404,3352.799892710404,141.73199546457616,7.0,0.0,773076.0,8822.02,68.77693479938807,0.2422903627102852,0.1609338467147176,0.0979494628176542,0.1067222932511131,4.849262040983049,2.525435343266228,9.866087146993095
42013339790000,28.8259506225586,-98.1421737670898,3365.6014923007524,160.44671486570513,3210.7630972555808,3371.2098121212857,8.0,116.66666666666669,134.06088888888888,,134.06088888888888,synthetic,train,28.8260571971613,-98.1420064006129,28.8260571,-98.1420064,126995.0,223739.0,0.0,1761.794,5811.0,2413.0,0.0,plugged,10.4,3365.6014923007524,3365.6014923007524,154.83839504517135,5.5,126995.0,223739.0,0.0,31.9746,0.160228524749888,0.0259,0.0239897147951531,0.0281,4.673,2.6593,8.3065
42013340230000,28.8771095275879,-98.2406997680664,2905.353507028688,95.0366369588276,2815.925189890394,2910.9618268492213,0.0,90.55555555555556,120.7434,,120.7434,synthetic,train,28.8771792381425,-98.2407673977167,28.8771792,-98.2407674,68.0,15130.0,105.91,222500.0,2097.0,12.0,14.679,plugged,10.3,2905.353507028688,2905.353507028688,89.42831713829385,5.5,68.0,15130.0,105.91,68.41876164317682,0.2567362633275807,0.1777083911749015,0.110176930337035,0.1182764349493181,4.84181355481531,2.504422729515756,9.82287761817122
42013340590000,28.783406,-98.2167746,3347.6182928762146,136.9771156167323,3221.4310969142048,3358.408212530937,8.0,120.55555555555556,133.352,,133.352,synthetic,train,28.7831433519053,-98.216515783147,28.7831433519053,-98.216515783147,592.0,0.0,1991.488,0.0,0.0,160.0,538.24,plugged,10.2,3347.6182928762146,3352.799892710404,131.36879579619853,5.5,592.0,195385.0,3440.68,67.32234209834814,0.2164941066529386,0.1195262187902248,0.0378702531160035,0.0367,4.935374993777955,2.6472,7.2489
42013340740000,28.8132991790771,-98.1574630737305,3274.4662952170784,152.2171151290523,3151.3270991575328,3303.544214286585,8.0,110.0,,,,,test,28.8135204958034,-98.1575815953142,28.8135204958034,-98.1575815953142,0.0,873948.0,13917.42,41357035.45889746,18915.0,0.0,1167.012,producing,9.4,3274.4662952170784,3266.8462954609186,146.60879530851855,5.5,0.0,873948.0,13917.42,9.6336,0.1864527398718676,0.037042618410682,0.0640465257607063,0.0822341732333256,4.959332225959606,2.566162482473469,-0.0233
42013342130000,28.8621,-98.6329,2308.8599261164823,145.8163153338779,2168.651930603138,2314.468245937016,0.0,77.22222222222223,,,,,test,28.8621080048695,-98.6343814778703,28.86210803,-98.63438152,2058.0,463971.0,69944.335,225447.522,9185.0,81.0,1699.225,producing,10.2,2308.8599261164823,2308.8599261164823,140.20799551334414,4.5,2058.0,463971.0,69944.335,64.60839693169146,0.2153312238586997,0.1120776803305012,0.0167605886269006,0.0128839050465887,4.921625234947584,2.6871,7.8274
42021301990000,30.0108299255371,-97.1275863647461,2106.167932602626,103.75391667987466,2008.022335743285,2111.77625242316,4.5,73.33333333333333,,,,,test,29.927878463466683,-97.39037760329914,29.92783845996455,-97.38920914409837,32500.47454272357,643391.0782265255,43832.73915048859,31980595.529552996,20782.399233427484,1957.3779522747404,1564.532582411,,10.2,2106.167932602626,2106.167932602626,98.1455968593409,3.0769814084772342,41561.94523898646,766176.862363778,46296.70222970364,54.0741,0.1993348892842821,0.1125,0.1684462589232946,0.0085,4.490799752272324,2.6622,7.8503
42025304380000,28.6869217,-97.9282528,4267.199863449604,165.32351470964753,936.6503700271882,1101.9738847368355,4.5,54.44444444444444,59.54188888888889,65.55555556,65.55555556,static,train,28.6869217428395,-97.928252732817,28.68692167,-97.92825275,8.0,553081.0,60838.91,69135125.0,24188.0,4.0,2660.68,producing,9.4,4267.199863449604,1096.365564916302,159.71519488911375,5.5,8.0,553081.0,60838.91,11.8758,0.153452592772352,-0.0011,-0.0966306084473682,0.0344,5.141483772183001,2.6771,8.8184
42025324790000,28.6656093597412,-98.0211868286133,4237.329464405457,120.36551614830348,4121.962668097195,4242.328184245499,19.0,145.55555555555554,159.89911111111113,,159.89911111111113,synthetic,train,28.6670529983591,-98.0200554031743,28.6662605998902,-98.0193756002251,36277.467445657916,651655.5504751055,44267.92232146723,32312354.793945022,20971.65026899211,2094.316927302826,1594.1889218681736,plugged,8.9,4237.329464405457,1069.8479657648652,114.75719632776972,5.5,44140.44710886391,771637.633978257,46902.79065284967,69.49328111180921,0.213398561475695,0.127384757794349,0.0734945277788927,0.0836140098547018,4.864159013318542,2.5674605707671727,9.952506204636506
42041303170000,30.8805503845215,-96.2677688598633,3447.287889686788,110.36807646822156,2553.0961583009225,2663.464234769144,8.0,90.0,,,,,test,30.8807041732584,-96.267815864692,30.8807042,-96.2678159,34877.304807553075,648591.8206668217,44106.596363666205,32189367.943850525,20901.49273400025,2043.5525153890283,1583.195079384625,plugged,9.4,3447.287889686788,2657.855914948611,104.75975664768778,4.4189344145038385,43184.57566102989,769613.2642910135,46678.109342820295,68.85103959032722,0.2393015556860172,0.157463251309162,0.0954196419515787,0.1043317811756221,4.850803107086712,2.529782780593912,9.875027049507937
42041303360000,30.7161502838135,-96.256950378418,3623.157484058961,111.83111642140427,2708.6051133246365,2820.4362297460407,5.0,96.11111111111111,118.7962222222222,,118.7962222222222,synthetic,train,30.7159086646719,-96.2577661093479,30.7159087,-96.2577662,649.0,655.0,0.0,1009.245,213.0,122.0,0.0,plugged,9.5,3623.157484058961,2814.827909925507,106.22279660087052,2.375,649.0,655.0,0.0,68.9868983737183,0.2338220761415264,0.1511004930656441,0.0907816370304326,0.0999491757038888,4.853628394943449,2.5377530823613323,9.891416870785063
42041304220000,30.9314804077148,-96.2214431762695,4117.543068238622,94.30511698223626,3592.6774850343204,3686.982602016557,4.0,98.33333333333331,139.49477777777776,,139.49477777777776,synthetic,train,30.9314859915294,-96.2218112010634,30.931486,-96.2218112,36065.17859288078,651191.0134881907,44243.46257859757,32293706.869770557,20961.012533186815,2086.6201687103667,1592.5220747966969,plugged,9.3,4117.543068238622,3681.374282196023,88.69679716170249,5.0895521993531405,43995.52112498012,771330.6872618092,46868.72583303151,70.8318,0.2191692740761281,0.1342814984281262,0.0776662051723251,0.0864047437682709,4.870275439597542,2.5621548338751983,9.5555
42041304470000,30.8464508056641,-96.3678894042969,5059.6798380902455,117.77471623120908,4962.75344119189,5080.528157423099,7.0,118.33333333333331,,,,,test,30.8461337459795,-96.3675290056055,30.8461337,-96.367529,2930.0,663.0,0.0,226.28,58.0,251.0,0.0,plugged,10.3,5059.6798380902455,3550.919886370564,112.16639641067532,2.875,2930.0,663.0,0.0,69.90737115896127,0.187413013259108,0.0930707373384571,0.050320102624056,0.0586813947145197,4.912850252450902,2.6117997139989138,8.018
42041304690000,30.7614707946777,-96.3854064941406,2527.4015191231515,104.24159666426893,2419.99000256032,2524.2315992245885,3.0,83.88888888888889,110.00728888888888,,110.00728888888888,synthetic,train,30.7612880619507,-96.3852510144872,30.7612881,-96.38525104,1872.0,2143.0,0.0,1144.765,180.0,168.0,0.0,plugged,9.8,2527.4015191231515,1062.2279660087052,109.11839650821132,2.375,110279.0,80816.0,26116.704,70.2425,0.272029392276037,0.1969112857581991,0.1224155801067485,0.1290180361441675,4.837242540457048,2.4848488681284397,9.788398813442427
42041305800000,30.7352199554443,-96.4655075073242,2444.191121785884,107.8382365491764,2341.961205057242,2449.7994416064184,15.0,73.88888888888889,107.54933333333334,82.77777778,82.77777778,static,train,30.7353548322051,-96.4654169247592,30.7353548,-96.4654169,864.0,753.0,0.0,871.528,126.0,151.0,0.0,plugged,9.5,2444.191121785884,2444.191121785884,102.22991672864266,2.875,1949.5,2515.0,0.0,13.2258,0.2131118794582107,0.0872887922430254,0.0904197536466124,0.1184517289703181,4.8047426207848645,2.5043829970286158,8.2345
42041305850000,30.7671794891357,-96.2927703857422,2738.627912363907,104.36351666036748,2466.7463210641176,2571.1098377244853,8.0,87.77777777777777,,,,,not assigned,30.7668605940342,-96.2923028064617,30.7668606,-96.2923028,11550.0,10818.0,0.0,936.623,593.0,2456.0,0.0,plugged,9.4,2738.627912363907,2565.5015179039515,98.7551968398337,2.375,11550.0,10818.0,0.0,68.27055206129671,0.2627138773761164,0.1846495819860123,0.1152365720691941,0.1230574591002997,4.838731422607957,2.495727854860388,9.804997813141654
42041306390000,30.6700592041016,-96.2477569580078,3131.819899781763,97.35311688470026,3040.075102717597,3137.4282196022973,4.0,112.22222222222224,128.30777777777777,,128.30777777777777,synthetic,train,30.6699468247667,-96.2479451484337,30.6699468,-96.2479451,29454.0,73731.0,0.0,2503.259,5913.0,4436.0,0.0,plugged,9.7,3131.819899781763,3107.131100571805,92.5067970397825,2.375,32553.0,158242.0,0.0,45.876,0.227984464670121,0.1187698123338301,0.0900769885745269,0.0999485432588849,4.913409779308623,2.535566151744483,4.603
42041307560000,30.7199001312256,-96.3520126342773,2749.295912022531,116.73839626437132,2628.4122358908085,2745.15063215518,7.0,90.0,,,,,test,30.719941825061,-96.3521588504553,30.7199418,-96.3521588,62860.852,692253.648,1702252.453,11012.476,18069.396,1587.142,43205.193,plugged,9.7,2749.295912022531,2739.542312334646,111.13007644383757,2.875,227738.852,895216.648,1702252.453,50.17426211502152,0.1808520541885458,0.0612,0.004418312625865,0.0268,4.894450581269979,2.6658,8.8099
42041307630000,30.7303295135498,-96.3658065795898,2668.2191146169885,115.94591628973068,2556.662318186806,2672.6082344765364,29.5,85.55555555555556,114.07044444444443,,114.07044444444443,synthetic,train,30.73024693,-96.3658821899999,30.7302956837387,-96.3659730188422,339.0,499.0,0.0,1471.976,220.0,198.0,0.0,plugged,9.6,2668.2191146169885,2666.9999146560026,110.33759646919692,2.375,36005.0,63394.0,361.514,21.1765,0.173963232510004,0.0221647207930899,0.0051684298183163,0.0105001792263434,5.003855863772465,2.6903,0.1088
42041307950000,30.7219333,-96.3944498,2645.6639153387546,112.59311639702028,2538.9839187525145,2651.577035149535,4.0,90.0,,,,,test,30.7217373188979,-96.394208199856,30.7217373,-96.3942082,158013.427,208247.591,2952031.854,1317.911,5179.893,4056.031,75831.552,plugged,9.8,2645.6639153387546,2645.968715329001,106.98479657648652,2.375,243209.427,430902.591,2952031.854,20.5091,0.2141013619203471,0.0943041749538986,0.0892490350336636,0.1154486704383752,4.805684760437387,2.509984324474007,8.8095
42041308470000,30.7586823,-96.3638423,2656.9415149778715,113.20271637751308,2551.175918362371,2664.378634739883,8.0,93.33333333333331,,,,,test,30.7584877562234,-96.3636014569404,30.7584878,-96.3636015,30988.166,22513.829,0.0,726.53,2895.5,2398.0,0.0,plugged,9.5,2656.9415149778715,2658.77031491935,107.5943965569793,2.375,30988.166,22513.829,0.0,68.20879806884659,0.2652045498963395,0.1875417448239751,0.1173447561242575,0.125049552496542,4.837447200854925,2.492104990420652,9.79754789437925
42041308650000,30.6972904205322,-96.3907699584961,2719.425512978384,107.41151656283148,2541.727118664732,2649.138635227564,0.0,87.77777777777777,114.1352222222222,,114.1352222222222,synthetic,train,30.6975335428497,-96.3900873959652,30.6975335,-96.3900874,62534.829,124430.83,0.0,1989.784,9675.0,3385.0,0.0,plugged,9.2,2719.425512978384,2656.9415149778715,101.8031967422977,2.375,62534.829,124430.83,0.0,14.4683,0.0223,-0.0473268170373024,0.0428,0.0288076852165888,7.506831583444892,2.6379,10.5442
42041308840000,30.7839508056641,-96.3676605224609,2590.799917094402,113.76050035966398,2467.4077370429527,2581.1682374026163,16.0,80.0,110.7536577777778,,110.7536577777778,synthetic,train,30.7833284374791,-96.3670864266018,30.7833284,-96.3670864,81116.0,52203.0,0.0,643.56,4040.0,6037.0,0.0,plugged,9.5,2590.799917094402,2575.5599175820826,108.1521805391302,2.375,81116.0,52203.0,0.0,20.9555,0.0271,-0.0767991197399369,0.0872810456989654,-0.0022951383871827,6.097162537268289,2.6811,8.2302
42041309220000,30.7650108337402,-96.3936462402344,2552.6999183136027,120.51791614342667,2438.0951219809563,2558.613038124383,4.0,80.55555555555556,110.34,,110.34,synthetic,train,30.7651827545227,-96.3939113940252,30.7651827,-96.3939114,15453.0,10222.0,0.0,661.49,2670.0,3962.0,0.0,plugged,9.0,2552.6999183136027,2553.004718303849,114.90959632289292,2.375,15453.0,10222.0,0.0,68.00411999126845,0.2690651428135753,0.1902679100508659,0.1201178249735406,0.1263920490527095,4.850353546363031,2.4892380646529597,8.936
42041309330000,30.7816937,-96.3400767,2676.753514343888,115.03151631899148,2567.33031784543,2682.361834164421,4.0,87.77777777777777,113.80144444444446,,113.80144444444446,synthetic,train,30.781499976753,-96.3398363990467,30.7815,-96.3398364,83593.0,62051.5,0.0,742.305,6736.0,12589.0,0.0,plugged,9.4,2676.753514343888,2676.753514343888,109.42319649845771,2.375,83593.0,62051.5,0.0,17.8202,0.2110130053723993,0.0859613861282455,0.0865995619720765,0.1116812708440835,4.8293687636200175,2.516143035106566,7.3215
42041309360000,30.6304893493652,-96.3417816162109,3021.4823033125663,105.43031662622988,2923.793906438595,3029.224223064825,6.0,103.33333333333331,125.2963888888889,,125.2963888888889,synthetic,train,30.6305577805934,-96.3418690861241,30.6305578,-96.3418691,34122.66159455798,646940.5836447007,44019.646752045344,32123082.6421145,20863.680506058507,2016.192106505136,1577.2697405354493,plugged,9.6,3021.4823033125663,3023.615903244291,99.8219968056961,3.9924923669311143,42669.390836359715,768522.2055976139,46557.012711521114,67.08417307342961,0.257491688489001,0.1582913754410044,0.1051345159599446,0.0988055667425689,5.013024774828615,2.534960788693316,0.0146
42041309670000,30.7777542,-96.401937,2514.5999195328027,122.95631606539789,2403.347923092866,2526.3042391582644,6.0,79.44444444444444,,,,,test,30.7775601268245,-96.4016951850215,30.7775601,-96.4016952,78412.832,32871.5,0.0,419.211,6200.0,9985.0,0.0,plugged,9.1,2514.5999195328027,2520.69591933773,117.34799624486412,2.875,78412.832,32871.5,0.0,68.08529008394589,0.2701858949367866,0.1933260704999007,0.1215611242343923,0.1290337392890261,4.834878757348783,2.484859261541178,9.78264805685444
42041310960000,30.7424697875977,-96.4031600952148,2609.0879165091865,117.77471623120908,2524.3535192206878,2642.128235451896,0.0,96.11111111111111,112.81222222222222,,112.81222222222222,synthetic,train,30.7423287419339,-96.4033178782653,30.7423287,-96.4033179,101042.0,80624.0,0.0,797.926,3583.0,5789.0,0.0,plugged,9.0,2609.0879165091865,2636.519915631363,112.16639641067532,5.5,101042.0,80624.0,0.0,42.287162616969,0.1359072023563987,-0.002,0.0307879407255429,0.0743932978836849,4.773498148119877,2.5797049926672058,9.541378112278494
42041311700000,30.6326503753662,-96.5348281860352,2449.0679216298267,87.38006120383803,2350.5321807829705,2437.912241986809,0.0,108.88888888888889,107.61450222222224,118.8888889,118.8888889,static,train,30.6305228969451,-96.5369589029146,30.63052292,-96.53695889,6276.0,2268.0,0.0,361.377,230.0,460.0,0.0,plugged,9.2,2449.0679216298267,2449.0679216298267,81.77174138330427,5.5,115542.0,224595.0,0.0,15.9677,0.1863522903505914,0.0522,0.012465089731644,0.0253847195610772,4.871812368115634,2.6674,8.0819
42041311780000,30.7737598419189,-96.4186401367188,2506.9799197766424,132.8927957474305,2379.695443849746,2512.5882395971767,6.0,92.22222222222224,,,,,test,30.7734132291974,-96.4187058708866,30.7734132,-96.4187059,8962.0,11164.0,0.0,1245.704,1003.0,2045.0,0.0,plugged,8.7,2506.9799197766424,2506.9799197766424,127.28447592689676,4.5,8962.0,11164.0,0.0,16.4414,0.214934709469841,0.0920719569637833,0.0910817577745559,0.1182688808061103,4.804016172346564,2.5047903961473805,8.5115
42041311970000,30.7063407897949,-96.4108734130859,2673.0959144609305,114.42191633849868,2564.2823179429656,2678.7042342814643,3.0,101.66666666666669,114.2392222222222,,114.2392222222222,synthetic,train,30.7061817776021,-96.4104727885953,30.7061818,-96.4104728,53241.0,83997.0,0.0,1577.675,9111.0,6047.0,0.0,plugged,8.9,2673.0959144609305,2673.0959144609305,108.81359651796492,5.5,53241.0,83997.0,0.0,13.1147,0.1692514044908533,0.0297,0.0104639996570403,0.0255,4.850462539320745,2.6668,8.1862
42041311980000,30.6431198120117,-96.53466796875,2424.3791224198685,83.81999731776008,2337.328245205496,2421.1482425232566,1.75,93.88888888888889,107.09164444444444,105.0,105.0,static,train,30.6412363185972,-96.5368581171071,30.64123631,-96.5368581,10443.0,2150.0,24363.519,205.88,303.0,568.0,1325.144,producing,9.4,2424.379122419868,2419.1975225856795,78.21167749722633,5.5,70995.0,51795.0,24363.519,19.416,0.1594520615346615,0.0140822163268623,-0.0190745516590578,-0.0058366145514172,4.899158994748333,2.721,6.756
42041312500000,30.6669406890869,-96.5214462280273,2420.1119225564184,85.92311725046024,2339.797125126492,2425.720242376952,3.0,100.55555555555556,107.28405555555555,,107.28405555555555,synthetic,train,30.6668431514903,-96.5215426616346,30.66684314,-96.52154273,19348.0,9995.0,43126.692,516.591,645.0,1250.0,2786.25,producing,9.3,2420.1119225564184,2420.1119225564184,80.31479742992649,5.5,121901.0,150668.0,43126.692,14.8075,0.2145138566249298,0.0927989230585235,0.091973032344101,0.1215198264026984,4.781262099056342,2.499489710746765,9.66030460433376
42041313290000,30.6570301055908,-96.5722503662109,2306.116726204265,85.77071725533705,2225.9543287694614,2311.7250460247983,4.0,85.0,,,,,test,30.6567656855388,-96.5727322728278,30.6567657,-96.5727323,42929.0,34276.0,20745.206,798.435,819.0,1821.0,781.209,plugged,9.2,2306.116726204265,2306.116726204265,80.16239743480328,5.5,67047.665,63433.669,20745.206,37.0835,0.1993475027799265,0.0771,0.0723524012426386,0.0990465603428583,4.821180638934358,2.5365563383928857,7.7889
42041313380000,30.6848201751709,-96.2699203491211,3017.2151034491167,102.71759671303693,2920.105826556613,3022.8234232696504,5.0,96.66666666666669,125.21048888888888,,125.21048888888888,synthetic,train,30.685631008474,-96.2695460095268,30.685631,-96.269546,657.856,10484.431,0.0,15937.274,1983.714,63.571,0.0,plugged,9.2,3017.2151034491167,3017.2151034491167,97.10927689250316,5.5,20430.856,461205.431,0.0,19.8051,0.1474819919078722,0.0151,-0.0070010624120682,0.0126,5.1511,2.6885,8.5097
42041314550000,30.7793119,-96.4239768,2493.2639202155547,122.95631606539789,2375.9159239706905,2498.872240036089,6.0,81.11111111111111,108.40833333333336,,108.40833333333336,synthetic,train,30.7791177976032,-96.4237344410418,30.7791178,-96.4237344,103213.5,96553.0,20642.7,935.469,2057.0,1307.0,261.4,producing,8.7,2493.2639202155547,2493.2639202155547,117.34799624486412,5.5,103213.5,96553.0,20642.7,15.8347,0.1636327154241019,0.0171,0.0318502518117798,0.1036,4.842230208163315,2.5356,8.8977
42041315490000,30.6775493621826,-96.2258529663086,4170.273466551249,104.05871667012106,3176.625498347984,3280.684215018105,7.5,96.66666666666669,,,,,test,30.6775203802268,-96.2259977092276,30.6668644,-96.2215954,121191.0,359024.0,0.0,2962.464,28134.0,23008.0,0.0,plugged,9.6,4170.273466551249,3275.0758951975718,98.4503968495873,7.625,121191.0,359024.0,0.0,68.71518080693704,0.2447810352305086,0.16382600955268,0.1000576468727212,0.108714386647355,4.847977819229989,2.521812478826492,9.858637228230576
42051303970000,30.4267597198486,-96.7151718139648,2522.2199192889625,119.90831616293389,2308.8599261164823,2428.768242279416,7.0,74.44444444444444,,,,,test,30.4269100694419,-96.7149582390836,30.4269101,-96.7149582,272238.545,993572.707,90412.813,3649.64,11502.383,6075.516,1470.275,producing,9.5,2522.2199192889625,2423.159922458882,114.29999634240012,2.875,272238.545,993572.707,90412.813,20.1151,0.1653395284101577,0.0243711115425531,-0.0053734918488794,0.010172920208912,4.880724925570767,2.6934,7.449
