,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL,UWI
74,46.185,0.0794,0.0346,,-0.0077,2.425,2728.3999,227.025,100040403610W500
75,103.886,,0.0824,,0.0015,,2709.8621,138.5493,100040506215W500
76,,,,,,,,7.8313,100040705920W400
77,86.3423,,,,,,,7.7576,100040706512W500
78,89.0999,,,,,,,8.7392,100040706523W500
79,89.0318,,0.2772,,0.0957,,2580.9988,232.3599,100040808007W500
80,258.9911,,-0.0007,,0.074,2.1571,2583.7219,221.013,100040907910W500
81,10.5334,,,,,,,8.549,100041007824W500
82,10.8915,,,,,,,9.1134,100041106519W500
83,95.1991,,,,,,,7.8548,100041206410W500
84,80.0521,,0.1959,,0.0098,,2683.9409,204.3338,100041206613W500
85,172.1808,,0.1321,,0.0522,,2.6208,243.722,100041206926W500
86,47.3329,,,,,,,7.9209,100041407808W500
87,67.6209,,,,,,,8.9406,100041603305W500
88,1.7204,,,,,,,7.7495,100041606219W500
89,69.091,,0.0982,,0.0036,,2.7051,8.8952,100041706214W500
90,129.1671,,,,,,,8.9903,100041708009W500
91,38.722,,,,,,,8.4198,100041806523W500
92,63.8383,,,,,,,8.9525,100041903905W500
93,18.0246,,,,,,,8.0911,100042103812W500
94,49.6474,,,,,,,8.9859,100042108108W500
95,132.8537,,,,,,,9.6069,100042203707W500
96,,,,,,,,9.348,100042206623W500
97,210.9261,,,,,,,5.3142,100042206918W500
98,,,,,,,,,100042304007W500
99,14.3913,,0.1478,,0.2081,3.289,2354.1128,185.2497,100042606601W600
100,0.3993,,,,,,,7.9339,100042608008W500
101,31.1974,,,,,,,9.015,100042706322W500
102,99.5089,,0.0932,,0.0293,3.6222,2.6645,219.2359,100042803323W400
103,97.0956,,,,,,,9.1747,100042808108W500
104,11.6159,,0.0874,,-0.0623,,2819.2383,195.8783,100043008007W500
105,10.1868,,,,,,,8.6899,100043106509W500
106,2.0798,,,,,,,8.004,100043107019W500
107,65.1038,,,,,,,7.2402,100043206618W500
108,147.4807,,0.086,,0.048,,2557.5801,221.3543,100043306616W500
109,163.8405,,,,,,,8.7313,100043406718W500
110,10.9007,,0.0545,,-0.0146,4.5405,2734.966,238.5821,100043505018W500
111,130.7182,0.2243,0.1727,,0.0174,,2702.2166,225.6313,100043506919W500
112,138.8951,,,,,,,,100043606507W500
113,97.2229,,,,,,,9.4264,100050506418W500
114,35.5422,,0.0018,,0.137,,2583.7102,223.0896,100050705624W502
115,221.9289,,,,,,,10.0008,100050806905W600
116,30.4687,,0.0502,,0.0276,,2679.8765,213.2154,100051006826W500
117,106.1409,0.0969,0.0558,,0.0403,2.7291,2641.087,203.1645,100052107723W500
118,173.4777,,0.174,,0.0871,,2.73,239.7316,100052206625W500
119,205.9866,,0.0787,,0.071,,2505.2786,209.3533,100053106213W500
120,152.8043,,0.1413,,0.0238,3.6809,2669.302,150.4069,100053106224W500
121,,,,,,,,9.9697,100053106506W500
122,63.8234,,0.1153,,-0.0494,,2753.7908,243.0585,100053408009W500
123,46.6899,,0.0446,,0.0935,,2528.3811,207.4892,100053606118W500
124,2.365,,,,,,,8.0883,100060106315W500
125,159.649,,0.1637,,0.0924,,2.4581,8.3544,100060305107W500
126,171.845,,,,,,,8.9607,100060306506W500
127,,,,,,,,8.9533,100060404101W500
128,50.0033,,,,,,,7.9817,100060505514W500
129,32.7612,,,,,,,6.4067,100060506322W500
130,1.1658,,,,,,,8.6307,100060603720W400
131,93.8859,,0.0438,,-0.0318,,2.7602,8.7364,100060605514W500
132,18.5866,,,,,,,8.779,100060606219W500
133,18.4207,,0.007,,0.0407,,2639.6804,230.0609,100060606515W500
134,189.6778,,,,,,,203.3406,100060608108W500
135,26.6882,,0.0306,,0.0507,,2.6008,8.933,100060706022W500
136,19.5227,,-0.0017,,-0.0524,,2.7843,8.6289,100060805217W500
137,16.9915,,0.0232,,-0.0263,,2799.2798,198.6221,100060807808W500
138,0.2514,,,,,,,9.2631,100060905918W500
139,1.391,,,,,,,8.4847,100061004119W400
140,0.4068,,,,,,,8.7793,100061005216W500
141,172.326,0.3864,0.226,,0.2842,,2.3562,11.035,100061006117W500
142,38.1774,,0.0966,,-0.0044,4.421,2717.524,257.6045,100061103324W400
143,19.5132,,0.0054,,0.0581,,2657.1753,230.5388,100061106926W500
144,124.7567,,,,,,,9.2628,100061204211W500
145,11.2285,,0.1121,,-0.018,,2760.4934,234.4492,100061305216W500
146,109.2072,,0.0793,,0.1705,,2.5055,10.8847,100061306018W500
147,95.8901,,0.1721,,0.2285,,2329.3489,211.7391,100061307518W500
148,9.8393,,0.009,,0.0143,,2711.5803,222.9315,100061403127W400
149,30.5016,0.0682,,,0.0301,,2642.8015,153.5252,100061404814W400
150,25.9384,,0.0156,-0.0369,0.0043,,2701.8186,233.1859,100061406920W500
151,28.1166,,0.2151,,0.0245,3.3935,2689.4836,205.8555,100061408009W500
152,85.6274,,,,,,,,100061504803W500
153,6.4183,,,,,,,8.4899,100061605518W500
154,139.9906,,0.165,,0.1456,3.1492,2461.0383,203.8289,100061608009W500
155,19.8381,,,,,,,7.6052,100061706804W600
156,14.623,,0.1145,,-0.0221,,2736.7356,235.0649,100061805414W500
157,16.6543,,0.1073,,0.0391,,2634.7607,210.9399,100062005015W500
158,81.3705,0.2448,0.2034,,0.2635,1.9612,2261.3855,216.6461,100062007823W500
159,100.7772,,0.0643,,-0.0653,3.5102,2811.999,220.5395,100062105118W500
160,12.8878,,0.0228,,-0.0202,,2.7398,236.4156,100062106425W500
161,20.1178,,0.0175,,-0.0086,4.7208,2726.0447,213.7793,100062203325W400
162,95.8658,,0.0941,,,,,7.2875,100062303619W400
163,89.9419,,,,,,,8.4983,100062306318W500
164,196.5454,,0.2084,,0.0701,,2.5816,9.1601,100062307218W500
165,13.3348,,0.1207,,-0.0056,,2719.576,215.9534,100062406517W500
166,136.3047,,0.1531,,0.1793,,2389.7566,194.8201,100062506412W500
167,1.4243,,,,,,,8.3096,100062604715W500
168,0.5248,,,,,,,8.8167,100062605918W500
169,24.8809,,0.0234,,-0.001,,2719.9314,224.743,100062705713W500
170,33.5404,,,,,,,,100062804714W500
171,52.2035,,-0.0024,,0.1372,,2238.8,227.9507,100062904514W500
172,35.7303,,0.0274,,0.0095,5.0966,2693.0581,214.8411,100062904601W500
173,22.3261,,0.1096,,0.0171,,2.637,8.4314,100062905416W500
174,1.0735,,,,,,,8.1677,100062905913W500
175,52.8931,,0.1233,,0.0009,,2705.0049,223.6794,100062906118W500
176,19.9432,,0.0138,,0.0189,,2711.271,249.1208,100063007223W500
177,77.3083,,0.2055,,0.0807,3.2479,2601.5532,221.2994,100063008009W500
178,16.405,,0.0152,,-0.0317,,2.7435,6.0513,100063104713W500
179,0.5163,,,,,,,8.7802,100063205214W500
180,15.3897,,0.2714,,0.5849,,2.3899,9.0326,100063206123W500
181,1.5686,,,,,,,8.7047,100063306117W500
182,112.6036,,0.0747,,-0.0539,,2.8022,9.0994,100063306217W500
183,57.7265,,,,,,,6.084,100063405415W500
184,20.9428,0.0164,-0.0002,,0.0428,1.818,2638.5652,216.3342,100063504615W400
185,33.7119,,0.0595,,0.1489,,2.4554,8.1634,100063506018W500
186,41.1778,,0.0052,,0.0106,6.6259,2691.874,229.9647,100063507018W500
187,1.7235,,,,,,,8.3547,100063605819W500
188,12.9085,,,,,,,9.0577,100063606213W500
189,144.9492,,,,,,,8.0285,100063606312W500
190,40.8224,,0.0706,,0.0198,,2671.5181,236.4333,100063606625W500
191,23.429,,0.1444,,-0.0201,3.3839,2759.2693,209.3171,100070104103W500
192,26.6186,0.079,0.0502,,0.0312,,2590.2339,216.2125,100070104810W500
193,186.5228,,0.1461,,-0.0019,,2.7054,8.1696,100070206217W500
194,147.6181,,0.0465,,-0.007,,2.7206,9.8198,100070404912W500
195,15.7286,,0.0485,,0.0387,,2659.0515,243.9843,100070505818W500
196,128.2658,0.0052,0.0052,,0.0084,,2.7101,7.978,100070507708W500
197,0.5953,,,,,,,8.845,100070606504W500
198,107.714,,0.0898,,0.0036,,2.7403,8.313,100070706116W500
199,103.5875,,,,,,346.1522,9.0839,100070706314W500
200,149.3002,,0.0988,,0.1509,,2.5002,231.6118,100070906818W500
201,99.4987,,0.0073,,-0.0229,,2760.4441,207.9205,100070907618W500
202,109.9256,,0.0689,,0.0413,,2.6386,8.9167,100071005813W500
203,160.4082,,0.0764,,0.0084,,2.6957,8.4266,100071106425W500
204,20.3593,,0.0043,,0.1971,,2102.1648,339.0217,100071306526W500
205,7.2651,,0.0,,0.0113,,2.7376,8.6449,100071406218W500
206,36.3729,,,,,,,8.5584,100071406220W500
207,39.6394,,,,,,,8.3032,100071406317W500
208,31.2965,,0.0652,,0.0763,,2.5482,8.2268,100071505518W500
209,54.3134,,0.0507,,0.1108,,2.5471,8.6677,100071606217W500
210,114.712,,0.0602,,0.2813,,2.2178,10.7456,100071606224W500
211,117.7498,,0.2542,,0.0672,,2584.9705,229.184,100071906101W500
212,0.6453,,,,-0.0047,,2.7207,6.0913,100072103910W500
213,229.8987,,0.0831,,,,,8.6744,100072106223W500
214,5.4501,,0.0407,,-0.0257,,2.7581,8.5644,100072206324W500
215,64.0926,,,,,,,6.1661,100072206419W500
216,0.6678,,,,,,,11.7775,100072304811W400
217,65.4311,,,,,,,6.0643,100072504012W500
218,42.3317,,0.0238,,0.0202,,2690.4705,212.1336,100072504410W500
219,142.8709,0.1932,,,0.1233,2.6053,2499.1963,196.7778,100072507623W500
220,62.2462,,0.0622,,0.1982,,2.3736,8.2838,100072605920W500
221,178.4286,0.2278,0.172,-0.0589,-0.0067,3.5402,2741.9043,157.6246,100072706318W500
222,29.7393,,0.0177,,0.0237,,2659.427,216.4207,100072706626W500
223,1.8701,,0.0172,,-0.064,,2.8039,8.25,100072805217W500
224,166.9474,,,,,,,8.8993,100072907222W500
225,1.699,,,,,,,6.0422,100073005022W400
226,142.6943,0.3453,0.2982,0.047,0.0812,3.7287,2570.3406,211.6794,100073008009W500
227,123.9987,,,,,,,8.3765,100073207810W500
228,,,,,,,,9.3328,100073306319W500
229,9.9907,,0.0016,,-0.002,2.5204,2713.3813,219.3001,100073405315W500
230,0.6602,,,,,,,8.6382,100073506014W500
231,65.051,,0.0217,,0.05,,2.6174,8.5758,100073606118W500
232,,,,,,,,,100080903909W500
233,148.7145,0.1778,0.1534,0.1037,0.1219,,2.496,287.5321,100080907321W500
234,71.9664,,,,,,,,100081504804W500
235,40.0833,,0.0033,,0.0345,,2630.7258,234.2512,100081805214W500
236,62.28,,,,,,,7.5805,100082003821W400
237,25.6588,,-0.011,,-0.062,3.2332,2824.6711,191.9907,100082304316W400
238,15.5195,,0.2375,,0.6307,,1631.5127,466.821,100082304316W500
239,83.0559,,,,,,,212.9955,100083005205W500
240,139.2354,,0.034,,-0.0098,4.6483,2728.9785,220.3902,100083303122W400
241,137.3323,,,,,,,8.923,100083305512W500
242,34.3483,,0.0453,,-0.0143,4.8403,2740.77,200.1574,100083403425W400
243,242.8217,,0.2131,,0.1373,,2.4756,8.2766,100090107716W500
244,70.7363,,,,,,,,100090605211W500
245,33.7508,,,,,,,8.9617,100091703425W400
246,70.1206,,0.1426,,0.021,,2717.5532,212.929,100091804909W500
247,65.2447,,,,,,,6.7407,100092206315W500
248,60.7082,,0.1306,,0.0221,,2678.3027,163.1642,100092304214W400
249,54.2652,,,,,,,199.2245,100092508109W500
250,53.503,0.0684,,-0.087,,4.1906,2799.4224,213.2322,100092905518W500
251,10.8182,0.0187,0.0035,,-0.0004,,2705.9402,224.606,100092906515W500
252,141.1391,0.1512,0.1067,,-0.0042,4.1865,2717.155,202.4227,100092906917W500
253,28.6502,,0.0164,,-0.0189,3.8926,2739.7571,222.0443,100093305512W500
254,43.4887,,0.2045,,0.045,3.6872,2695.4568,196.2856,100093308009W500
255,10.4809,0.0443,,,,4.5771,2722.765,62.572,100093405314W500
256,175.1315,,,,,,,8.9372,100093405315W500
257,43.693,,0.0448,,-0.0349,2.9283,2769.3464,140.5794,100100105619W500
258,7.4327,,,,,,,8.1717,100100106518W500
259,1.0715,,,,,,,,100100106619W500
260,27.5696,,0.0999,,0.043,,2.6364,6.0515,100100205918W500
261,27.1882,,,,,,,8.0369,100100206624W500
262,58.6837,,,,,,,7.6729,100100206721W500
263,18.1422,,0.0738,,0.0074,,2.6983,8.7861,100100405415W500
264,,,,,,,,8.9597,100100406315W500
265,72.4997,,,,,,,7.6197,100100506523W500
266,86.322,,0.0423,,0.1189,,2.513,8.983,100100606117W500
267,90.8469,,,,,,,8.4959,100100606917W500
268,7.268,,-0.0024,,0.5802,,1720.611,292.95,100100704717W500
269,110.0895,,0.1112,,-0.0317,,2.8035,8.7377,100100706017W500
270,42.7597,,0.0417,,0.1256,,2.4953,8.4868,100100805919W500
271,117.9326,,,,,,,9.118,100100806620W500
272,19.8711,,0.0367,,-0.132,,2935.7,191.2998,100100808007W500
273,7.288,,0.0811,,0.1088,,2.5239,8.997,100100905816W500
274,40.2364,,0.0383,,-0.0112,,2759.2754,259.051,100100906223W500
275,73.5904,,,,,,,8.8946,100100906321W500
276,121.1271,,,,,,,8.7638,100101007809W500
277,60.8257,,0.0651,,0.2408,,2.2765,9.6504,100101105718W500
278,4.6583,,,,,,,9.3293,100101106519W500
279,70.8912,,,,,,,8.5875,100101106622W500
280,0.7438,,,,0.2251,,2.325,11.8759,100101205418W500
281,9.8831,,0.1364,,-0.0099,3.6125,2726.929,226.2215,100101206315W500
282,1.8291,,,,,,,7.1339,100101206413W500
283,153.459,,,,,,,7.8802,100101207121W500
284,30.2464,,0.0348,,-0.0062,,2.7238,6.187,100101304315W500
285,22.5263,,,,,,,7.9982,100101306920W500
286,15.9222,,0.0875,,0.0056,,2.696,8.9984,100101405416W500
287,142.3735,,,,,,,9.032,100101406216W500
288,37.9261,,,,,,,8.8658,100101406819W500
289,35.078,,,,,,,,100101408109W502
290,140.1754,,,,0.0331,,2.6541,8.9365,100101503821W400
291,14.575,,0.0444,,,,,8.9766,100101505918W500
292,32.051,,,,,,,8.5506,100101506315W500
293,,,,,,,,8.1759,100101506609W500
294,35.5594,,,,,,,9.1116,100101506718W500
295,3.5325,,,,,,,9.3191,100101606027W400
296,63.8944,,,,,,,,100101606419W500
297,82.7389,,0.0754,,0.0633,,2.6253,8.2787,100101606422W500
298,174.1135,,0.0997,,0.1288,,2.5465,8.616,100101606423W500
299,149.2561,,0.2745,,0.1042,4.5234,2535.6184,44.1453,100101608108W500
300,27.4072,,,,,,,9.106,100101705323W400
301,142.3525,,0.1073,,0.0588,,2.6534,7.9711,100101706216W500
302,31.9325,,,,,,,7.1418,100101706419W500
303,145.6456,,0.1687,,0.0367,,2.6831,9.3751,100101706424W500
304,65.4965,,,,,,,9.1791,100101706519W500
305,9.4454,,,,,,,7.7419,100101804316W400
306,9.6478,,,,,,,7.8245,100101806316W500
307,23.905,,,,,,,8.7818,100101806319W500
308,17.8874,,0.1816,,0.0489,,2.6264,9.0901,100101806321W500
309,16.032,,,,,,,8.5027,100101806523W500
310,0.3468,,,,,,,7.9134,100101806617W500
311,71.8502,,0.0181,,0.0209,,2.6742,8.565,100101905314W500
312,14.3016,,0.1187,,0.1504,,2.4684,10.6306,100101905818W500
313,104.3857,,,,,,,8.2372,100101906018W500
314,135.7826,,,,,,,8.9706,100101906116W500
315,171.7079,,,,,,,8.0977,100102006216W500
316,274.7496,,,,,,,9.1125,100102006523W500
317,162.229,0.1168,0.1063,,0.0483,,2627.8049,236.3658,100102007016W500
318,22.8523,0.0791,0.0415,-0.0743,-0.0372,,2765.3386,201.052,100102008007W500
319,74.6178,,0.1417,,0.0552,,2.6156,9.2514,100102106215W500
320,61.8279,,0.1159,,-0.025,,2756.3948,225.2729,100102107026W500
321,7.3605,,,,,,,6.2273,100102107519W500
322,131.3574,,,,,,,7.9718,100102205913W500
323,120.9136,,,,0.0782,,2.5763,8.1097,100102206114W500
324,4.9828,,,,,,,8.2441,100102206615W500
325,62.4392,,0.1233,,0.1838,,2413.9429,213.9341,100102306520W500
326,50.609,,,,,,,7.6225,100102306919W500
327,124.095,,,,0.0039,,2.7034,7.4836,100102406114W500
328,30.4799,,,,,,,7.8303,100102504602W500
329,107.0718,,,,,,,8.7921,100102506310W500
330,110.288,,,,,,,8.694,100102506318W500
331,19.631,,,,,,,9.0432,100102506415W500
332,71.8038,,0.1044,,-0.0362,,2706.2334,233.2988,100102506527W500
333,146.3283,,,,,,,8.928,100102506620W500
334,29.3684,,,,,,,7.263,100102508009W500
335,22.0567,,,,,,,9.0411,100102606217W500
336,5.3076,,,,,,,8.7977,100102606420W500
337,,,,,,,,8.7803,100102606619W500
338,43.5468,,,,,,,,100102705117W500
339,28.4546,,,,,,,7.9207,100102706027W400
340,143.1128,,,,,,,7.7727,100102706221W500
341,27.5361,,,,,,,8.0991,100102708009W500
342,28.1256,,,,,,,7.1796,100102805216W500
343,0.3799,,,,,,,8.8959,100102805414W500
344,102.1037,,,,,,,246.5815,100102806212W500
345,18.6883,,,,,,,6.6929,100102905918W500
346,16.9134,,,,,,,7.5018,100102906423W500
347,17.7803,,0.2147,,0.0537,,2.6202,8.5743,100102906625W500
348,151.9233,0.1883,0.1451,,0.097,3.3122,2543.7395,216.2126,100103003223W400
349,25.2483,,,,,,,8.6347,100103006423W500
350,1.129,,,,,,,8.8019,100103006509W500
351,53.9636,0.2161,,-0.0467,,3.6882,2726.126,206.1955,100103008009W500
352,31.3935,,,,,,,11.5515,100103106307W500
353,0.1308,,,,,,,7.6826,100103106317W500
354,108.0578,,,,,,,7.8137,100103108008W500
355,,,,,,,,8.919,100103206321W500
356,115.0869,,,,0.0863,,2.5625,8.0012,100103306127W400
357,197.6554,,0.102,,0.0988,,2532.8818,216.2928,100103306520W500
358,0.18,,,,,,,7.835,100103403221W400
359,18.4993,,,,,,,9.6635,100103405818W500
360,29.3503,,,,,,,7.767,100103406419W500
361,32.1827,,,,,,,7.5008,100103406819W500
362,83.8681,,,,,,,8.0963,100103407020W500
363,30.0616,,,,,,,7.4097,100103505903W500
364,,,,,,,,8.9844,100103604301W500
365,118.3145,,0.0951,,-0.0198,,2.7344,7.8832,100103605913W500
366,122.4699,,0.0317,,-0.0729,,2758.9666,211.602,100110105618W500
367,154.1665,,0.1877,,0.0206,,2.6305,8.7871,100110105714W500
368,0.4412,,,,0.0275,,2.6662,8.4222,100110105918W500
369,41.4503,,,,,,,8.992,100110106113W500
370,127.0636,,,,,,,8.2282,100110206625W500
371,169.1304,,0.0629,,0.1233,,2.4991,8.7486,100110306020W500
372,106.4192,,,,,,,8.0407,100110406626W500
373,20.3166,,0.0345,,0.0119,3.9999,2.6965,199.457,100110407421W500
374,100.4124,,0.0868,,-0.0219,,2.7474,8.8974,100110505315W500
375,6.6167,,0.0897,,-0.0261,,2.7547,9.2407,100110505515W500
376,69.8973,,0.0374,,0.0676,,2.5926,8.306,100110505718W500
377,132.9812,,0.1265,,0.0626,5.0616,2602.9331,159.3218,100110606426W500
378,75.7265,,,,,,,9.0381,100110606726W500
379,114.7083,,,,,,,9.2289,100110607324W500
380,60.4058,,0.1595,,0.1931,,2.3905,8.1785,100110806618W500
381,82.9927,,0.0816,,-0.0522,,2796.5962,225.5314,100110806721W500
382,84.7964,,,,,,,7.8403,100110905226W400
383,20.7553,,0.0414,,0.1521,,2.4204,7.6948,100110906216W500
384,214.3036,,,,,,,9.2712,100111106803W600
385,101.1604,,,,,,,8.2023,100111107812W500
386,251.223,,0.1128,,0.0213,3.7355,2673.6248,153.7795,100111406427W500
387,31.8757,,0.1078,,-0.0046,3.6971,2709.0403,226.4087,100111406613W500
388,166.64,,,,,,,8.8573,100111407114W500
389,127.2247,,0.1346,,0.0192,,2.6236,8.3442,100111506313W500
390,147.4741,,0.1811,,0.1137,,2.5434,8.4528,100111506802W600
391,52.6586,,0.1019,,-0.051,,2792.7151,211.5474,100111604914W500
392,124.9819,,,,0.1736,,2.4132,7.5542,100111606819W500
393,46.1423,,,,0.0097,,2.6887,5.657,100112004213W500
394,17.1533,,0.0171,,0.113,,2.5306,8.223,100112106425W500
395,86.2609,,0.0107,,0.0116,,2.6902,6.2215,100112204313W500
396,4.3795,,0.029,,0.1461,,2739.011,204.8421,100112204416W500
397,0.017,,,,,,,5.576,100112205512W400
398,51.3853,,,,,,,9.0799,100112405614W500
399,46.068,,0.021,,-0.0867,3.0327,2847.78,227.3811,100112504718W500
400,67.2389,,0.0739,,0.1778,,2437.9138,215.2267,100112506216W500
401,118.0238,,0.1671,,0.0405,,2.6437,8.9475,100112506523W500
402,11.2171,,0.0075,,-0.0385,,2771.3555,221.2107,100112605315W500
403,1.3044,,,,,,,8.6618,100112605713W500
404,0.4054,,,,,,,8.7979,100112605814W500
405,26.091,,0.0059,,-0.0008,,2.7006,8.7443,100112606214W500
406,32.8369,,0.111,,0.097,,2548.9746,224.4813,100112704908W500
407,1.8731,,,,,,,8.5421,100112706220W500
408,8.609,,,,,,,8.1234,100112706316W500
409,133.2387,,0.2009,,,,,8.426,100112806819W500
410,26.8988,,,,,,,8.0727,100113006919W500
411,125.385,,0.1292,,-0.0116,,2.7035,8.0761,100113105813W500
412,38.6693,,0.1127,,0.0082,,2.6735,8.7672,100113205613W500
413,28.5808,,,,,,,8.879,100113305613W500
414,1.3096,,0.2602,,0.0532,,2.6191,8.6912,100113306020W500
415,26.7731,,0.0729,,0.0488,,2.5951,10.412,100113405314W500
416,14.2263,,,,,,,8.9834,100113603220W400
417,8.5445,,0.0026,,-0.003,5.1088,2715.1758,153.5369,100113606225W500
418,120.6546,,,,,,,7.7158,100113606412W500
419,3.08,,,,,,,8.1108,100120106424W500
420,198.1763,,0.1289,,0.0723,,2632.1726,222.2401,100120106625W500
421,134.5988,,,,,,,9.0297,100120506319W500
422,149.8203,,0.2817,,0.1033,,2533.4392,231.9757,100120903821W400
423,20.1951,,,,,,,7.8915,100120906419W500
424,13.504,,0.0297,-0.0185,0.0408,,2635.9976,205.5718,100121406708W500
425,19.907,,,,,,,9.2534,100121506419W500
426,148.8168,,,,,,,,100121706626W500
427,50.761,,,,,,,9.5442,100121806005W500
428,179.0883,,,,,,,8.7845,100121806417W500
429,13.2951,,,,,,,8.9482,100122206319W500
430,83.8007,,,,,,,8.5971,100122506218W500
431,0.6907,,,,,,,7.8428,100122506919W500
432,72.9491,,,,,,,7.4905,100122806316W500
433,25.3331,,,,,,,8.9377,100122905513W500
434,11.193,,,,,,,8.2871,100122906818W500
435,63.6176,0.3031,,,0.0329,3.841,2642.9778,197.5867,100123007807W500
436,17.917,,,,,,,9.362,100123305513W500
437,73.1047,,,,,,,7.5505,100123306820W500
438,110.0589,,,,,,,8.0191,100123405407W500
439,11.6162,,0.0016,,0.0539,,2.5614,9.7223,100123506118W500
440,13.5083,,0.0128,,-0.0183,4.8196,2740.0466,200.5359,100123506318W500
441,,,,,,,,9.075,100123506419W500
442,146.7729,,0.0738,,0.0014,3.7966,2719.8115,220.4513,100123606419W500
443,28.766,,0.0027,,0.246,,2.3283,8.8353,100130806320W500
