,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL,UWI
46,19.8051,,0.0151,,0.0126,5.1511,2.6885,8.5097,42041313380000
47,15.8347,,0.0171,,0.1036,,2.5356,8.8977,42041314550000
48,25.063,,,,,,,-1.142,42041315490000
49,20.1151,,,,,,2.6934,7.449,42051303970000
50,129.5746,,,,,,,0.0736,42051304680000
51,13.9179,,,,,,2.7036,6.1028,42051305140000
52,23.0339,,,,,,2.6235,6.1461,42051305380000
53,39.6533,,,,,,2.7514,6.2417,42051305480000
54,31.9787,,,,,,2.7116,8.9228,42051306040000
55,136.544,,,,,,2.727,7.178,42051306100000
56,0.2238,,0.0889,,-0.0113,,2.7283,8.7002,42051306120000
57,43.9189,,,,,,2.7045,8.9049,42051306370000
58,24.7788,,0.0236,,0.0134,,2.6905,8.4412,42051306560000
59,18.7145,0.0312,,0.0149,,,2.6838,8.6343,42051306740000
60,36.8682,,0.0392,,0.1892,,2.3805,6.8642,42051306750000
61,28.3609,,0.0045,,0.1488,,2.7409,6.4293,42051306970000
62,31.4786,,0.0194,,0.0048,,2.6848,9.1495,42051307260000
63,13.6039,,0.0614,,0.0148,,2.679,8.5416,42051307360000
64,13.5198,0.0158,,,,,2.7009,8.393,42051307530000
65,32.276,,0.0093,,0.0265,,2.6627,9.0535,42051307640000
66,92.4267,,0.1361,,-0.0115,,2.7297,8.0542,42051307650000
67,13.3587,,0.0072,,0.0038,,2.7,9.1155,42051307850000
68,52.779,,0.0133,,0.0222,,2.67,9.1763,42051308330000
69,18.5017,,0.0,,0.0025,,2.7022,9.344,42051308420000
70,35.1535,,0.0149,,0.0098,,2.6932,9.2547,42051308540000
71,19.0025,,,,,,,9.0019,42051308570000
72,20.2083,,0.0086,,0.0258,,2.6659,8.5644,42051309040000
73,15.9952,,0.0187,,0.0031,,2.7047,8.3193,42051309240000
74,26.1101,,0.0077,,0.01,,2.6902,8.3862,42051309360000
75,24.8625,,0.0432,,0.0302,,2.6584,8.2879,42051309370000
76,21.0277,,0.0013,,-0.0179,,2.7406,9.4872,42051309430000
77,21.6076,,,,,,2.6714,8.0841,42051309640000
78,17.411,,,,,,2.7218,8.5474,42051309880000
79,28.4494,,0.014,,0.0125,,2.6886,8.2568,42051309940000
80,72.1643,,,,,,,0.4392,42051310100000
81,37.9834,,-0.002,,-0.0111,,2.729,9.1408,42051310320000
82,18.8795,,,,,,1.9043,6.1212,42051310330000
83,12.9986,,0.0268,,-0.0034,,,-0.2056,42051310430000
84,42.9108,,,,,,,8.1837,42051310480000
85,26.6953,,,,,,,11.4882,42051310530000
86,28.0826,,0.0053,,0.0058,,2.7001,8.1126,42051310590000
87,29.4601,,0.0049,,0.2989,,2.163,8.3664,42051310600000
88,32.6723,,0.0302,,-0.1499,,,-1.1496,42051311590000
89,21.0692,,,,,,,7.993,42051312330000
90,18.2271,,0.0263,,0.0406,,2.6785,3.8867,42051312420000
91,24.2385,,,,,,,8.9368,42051313870000
92,27.9851,,,,,,,8.4943,42051314350000
93,42.5287,,,,,,,8.9705,42051314640000
94,48.7538,,,,,,,7.9435,42051315010000
95,145.3651,,,,,,,9.0468,42051315180000
96,37.3802,,,,,,,9.1221,42051315190000
97,12.466,,,,,,,0.39,42051315580000
98,32.4555,,0.0915,,0.1075,,,8.1392,42051315590000
99,,,,,,,,,42051316070000
100,19.6094,,,,0.0229,,,-0.0245,42051316200000
101,26.3329,,,,,,,10.4188,42051316460000
102,,,,,,,2.719,6.119,42051316590000
103,16.8031,,,,,,,-0.3767,42051317340000
104,27.6429,,,,,,,9.9694,42051317410000
105,22.0834,,,,,,2.7271,8.2453,42051317780000
106,59.9967,,0.0979,,0.0504,,2.5727,-0.5614,42051318310000
107,5.4435,,0.0516,,,,2.7815,9.3201,42051318560000
108,35.8699,,,,,,2.6989,0.1992,42051319560000
109,30.0913,,,,,,,,42051325170000
110,33.5254,,0.028,,,,,6.5035,42051325270000
111,23.0911,,-0.137,,,,,7.443,42051325800000
112,22.0632,,0.0604,,,,2.6537,7.2452,42051326000000
113,26.4808,,0.0483,,,,2.6664,7.4597,42051326100000
114,41.2375,,,,,,,,42051327690000
115,16.1101,,,,,,2.6948,7.4964,42051327840000
116,19.3217,,,,,,2.6337,7.6184,42123303590000
117,30.0775,,,,,,2.6959,8.2694,42123309360000
118,18.2808,,,,,,2.6188,8.6819,42123309670000
119,35.4226,,,,,,,,42123309750000
120,18.4544,,0.0357,,-0.0289,,2.7671,6.4478,42123309830000
121,6.7178,,,,,,2.5258,7.1484,42123310090000
122,,,,,,,,,42127000690000
123,22.1899,,0.0742,,,,,8.7988,42127301140000
124,167.362,,,,,,,8.0442,42127308630000
125,59.5387,,,,,,,8.4074,42127309400000
126,10.6383,,,,,,,,42127310470000
127,37.254,,-0.023,,,,2.837,8.122,42127310890000
128,36.7151,,,,,,,,42127311200000
129,14.4081,,,,,,2.7724,8.0325,42127311560000
130,30.8882,,,,,,2.5654,7.4181,42127311570000
131,8.2953,,0.0081,,,,2.6119,9.3063,42127311860000
132,31.0185,,,,,,2.6816,7.9136,42127311880000
133,84.0956,,,,,,2.3307,8.3701,42127311920000
134,25.4464,,,,,,2.6364,7.9436,42127312130000
135,49.6772,,0.071,,0.0049,,2.6726,7.6193,42127315410000
136,35.7746,,,,,,,,42127315740000
137,38.018,,,,,,2.4764,8.5075,42127316180000
138,11.305,,-0.0042,,,,2.9368,8.292,42127316900000
139,24.2293,,0.0098,,0.1305,,2.7761,9.1578,42127317010000
140,21.1277,,,,,,2.6893,10.3304,42127317020000
141,20.9395,,0.0104,,,,2.7305,7.0744,42127317180000
142,29.5539,,,,,,2.7038,7.9968,42127317320000
143,54.2423,,,,,,2.7275,7.9997,42127317560000
144,57.16,,0.11,,,,2.363,5.368,42127318560000
145,0.01,,,,,,,,42127322920000
146,30.079,,,,,,,,42127323000000
147,91.0108,,0.218,,0.0226,,2.6108,6.3673,42127328970000
148,23.0769,,0.0165,,,4.5113,2.6779,8.9815,42127332970000
149,30.153,,,,,,,-1.174,42149304080000
150,27.5767,,0.0416,,-0.0267,,2.7539,7.4521,42149304890000
151,14.482,,0.1248,,0.0413,,2.6393,8.4205,42149305140000
152,83.9269,,0.0122,,0.0061,,,0.3555,42149305750000
153,23.8641,,0.2118,,0.0556,,2.4878,7.5382,42149305880000
154,32.4859,,0.0909,,0.008,,2.6963,7.6356,42149307960000
155,15.2571,,0.0253,,0.0068,,2.7068,6.891,42149308070000
156,23.7509,,0.0156,,0.017,,2.6768,7.8109,42149308390000
157,15.8054,,0.0488,,-0.0021,,2.7077,8.1861,42149308450000
158,66.311,,,,,,,-0.0915,42149323530000
159,,0.0418,,,,,2.65,7.8059,42149324840000
160,37.4411,,0.0175,,0.018,,2.6792,4.461,42149325050000
161,66.7201,,0.0202,,0.0352,,2.6111,6.6395,42161304400000
162,70.972,,,,,,2.5205,8.1187,42163304780000
163,17.4907,,0.1277,,0.0105,,2.6484,8.766,42163306230000
164,22.348,,0.0417,,0.0193,,2.6654,7.7907,42163307280000
165,40.5416,,,,,,,,42163317830000
166,29.3041,,0.1098,,0.0488,,2.6293,7.7474,42177301620000
167,33.6098,,0.0826,,0.0369,,2.649,7.5031,42177302180000
168,22.0959,,,,,,2.6934,7.7113,42177305970000
169,36.7355,,0.0493,,-0.0008,,2.7114,6.0577,42177306900000
170,42.75,,0.0599,,0.0588,,2.61,8.6661,42177306920000
171,12.2647,,0.0327,,-0.0058,,2.7199,6.0335,42177307020000
172,90.0707,,,,,,,8.2596,42177307630000
173,19.0388,,0.1007,,0.0081,,2.6961,7.9839,42177307700000
174,68.829,,0.1894,,0.055,,2.585,7.245,42177308050000
175,29.7073,,0.0657,,0.0605,,2.6991,7.6837,42177308170000
176,24.1414,0.329,,,,,,-0.0397,42177308260000
177,,0.0827,0.0827,,,,2.6837,6.1684,42177308270000
178,33.4596,,0.067,,-0.0004,,2.7107,7.9583,42177308300000
179,4.371,,,,,,,,42177308340000
180,23.6556,,,,,,,,42177309080000
181,75.4216,,,,,,,,42177309100000
182,95.0727,,0.0617,,0.0292,,2.6895,47.8041,42177309400000
183,0.0,0.0142,,,,,,0.3003,42177309850000
184,32.1844,,0.0433,,0.0172,,2.6768,8.3978,42177313020000
185,35.0866,,,,,,,9.3006,42177314470000
186,,,0.034,,0.0104,,2.6881,8.217,42177314700000
187,16.2993,,,,,,,1.0838,42177315540000
188,28.078,0.0287,0.0287,,,5.2554,2.5543,17.1756,42177319460000
189,46.3825,,0.0082,,,,2.6171,8.0368,42177320060000
190,46.9018,,0.0489,,-0.0811,3.4192,2.8487,8.7803,42177320410000
191,0.2261,,-0.0011,,0.3605,,2.0399,7.194,42185302150000
192,128.4283,,0.0107,,-0.04,,2.7784,8.6635,42185302670000
193,-35.499,,,,,,,9.291,42185302710000
194,16.538,,,,,,2.5411,8.7891,42185302840000
195,20.6746,,0.1113,,0.056,7.0282,2.6142,7.7512,42185304230000
196,,,,,,,,7.6146,42225004270000
197,25.8554,,0.5247,,0.0436,,,8.8952,42225305060000
198,4.864,,,,,,,,42255300590000
199,7.8139,,0.0473,,-0.0096,,2.7265,4.7466,42255305980000
200,21.0089,,0.0007,,0.0242,,2.667,8.8906,42255307210000
201,27.4637,,0.0048,,0.0085,6.5394,2.6955,8.7798,42255311960000
202,18.2034,,0.0095,,-0.0052,5.3119,2.7189,8.7387,42255312470000
203,,,0.0054,,-0.0001,,2.7102,6.1528,42255313650000
204,28.512,,,,,,,5.7503,42283002040000
205,20.9465,,,,,,,,42283307300000
206,22.5684,,,,,,,9.0123,42283309180000
207,41.122,,,,,,,6.73,42283310960000
208,32.4385,,0.0066,,0.0383,,2.661,8.9398,42283314640000
209,3.5282,,,,,,,9.6138,42283314670000
210,14.4802,,,,,,,,42283315220000
211,27.5621,,,,,,,8.3042,42283315230000
212,17.5435,,,,,,,8.7442,42283315400000
213,38.381,,-0.0046,,0.002,,2.7052,8.9873,42283315470000
214,6.7567,,,,,,,,42283315560000
215,43.4274,,,,,,,,42283315610000
216,,,,,,,,,42285307220000
217,,,,,,,2.6857,9.2869,42285313350000
218,30.3147,,,,,,2.6179,7.3802,42285313800000
219,14.8794,,,,,,,10.0755,42285315200000
220,42.3426,,,,,,,,42287305100000
221,26.507,,0.0198,,0.0228,,2.6663,9.5914,42287305130000
222,132.0858,,,,0.09,,2.549,9.6389,42287306420000
223,20.0913,,,,,,2.7179,7.5205,42287309060000
224,21.5955,,0.011,,0.0145,,2.683,8.1973,42287309140000
225,40.5431,,0.0736,,-0.0109,,2.733,8.5591,42287309240000
226,35.1633,,,,,,,,42287309370000
227,167.4205,,,,,,,8.7378,42287309540000
228,48.3375,,0.0518,,0.0146,,2.685,6.5177,42287312020000
229,59.9943,,,,0.0407,,2.6404,9.6031,42287312490000
230,27.0639,,,,,,,8.804,42287312500000
231,23.1032,,,,0.0146,,2.685,8.9929,42287312830000
232,27.0973,,,,,,,9.069,42287315320000
233,76.581,,,,,,,9.434,42287325030000
234,33.3346,,0.0282,,,5.6175,2.639,7.9308,42287325060000
235,18.9335,,0.0038,,-0.146,,2.9861,6.1218,42289301060000
236,49.6746,,0.0145,,-0.0098,,2.7285,5.5757,42289303540000
237,36.0939,,0.0404,,0.0682,,2.5812,7.8821,42289304430000
238,27.8266,,0.022,,,,2.5997,7.9741,42289304700000
239,75.5911,,0.0793,,,,2.6682,7.333,42289305780000
240,27.9937,,,,,,2.703,8.0888,42289306600000
241,40.1098,,0.0526,,0.0642,,2.6002,7.7286,42289306650000
242,65.3068,,0.0716,,,,2.6592,8.5385,42289308110000
243,57.166,,,,0.0086,,2.6955,7.5918,42289309370000
244,52.3981,,,,-0.0146,,2.7181,0.4719,42289309440000
245,42.7088,,,,0.0029,,,7.8713,42289309510000
246,73.1219,,,,0.0205,,,7.7338,42289309850000
247,52.8002,,0.0496,,,2.7706,1.9999,6.972,42289310220000
248,0.2376,,0.0249,,,2.338,2.56,8.6673,42289310900000
249,,,0.0718,,0.1097,2.451,2.5202,8.897,42289310950000
250,32.97,,0.0525,,0.1165,,2.5113,7.2489,42289311110000
251,,,,,,,,,42289312310000
252,3.5201,,0.006,,0.1167,,,5.0573,42289312660000
253,,,,,,,,,42289312770000
254,91.807,,0.0901,,,,2.6315,7.9736,42289312850000
255,13.4012,,0.0001,,-0.0138,,2.7336,6.2177,42289312900000
256,137.041,,0.164,,0.0418,3.412,2.6416,8.401,42289313060000
257,,,0.0679,,,3.1685,2.6255,7.6691,42289313140000
258,,,0.0243,,,,2.6502,8.0627,42289313210000
259,,,0.1176,,,,2.6698,6.4511,42289313250000
260,12.9101,,,,,,,,42289315440000
261,59.5546,,,,,,,,42289318670000
262,121.7104,,,,,,,,42293304160000
263,25.542,,,,,,2.7723,9.1931,42293304380000
264,47.6741,,0.0036,,0.0678,,2.5702,7.3089,42293304520000
265,121.905,,,,,,2.55,7.454,42293305010000
266,123.1402,,0.1644,,0.0015,,,7.0256,42293308740000
267,71.8373,,0.0833,,0.0832,,,0.1196,42293309280000
268,114.1006,,,,0.0152,,,0.0008,42293312300000
269,8.443,,,,,,,,42311001580000
270,,,,,,,,,42311006770000
271,1.8444,,,,,,,5.8102,42311013640000
272,32.806,,0.031,,-0.0156,,2.733,,42311317850000
273,,,,,,,,,42313300420000
274,47.7347,,,,,,,8.8841,42313302370000
275,13.2947,,0.0071,,-0.0293,,2.765,8.832,42313302910000
276,26.8656,,0.0172,,0.0232,,2.6703,7.6843,42313304420000
277,,,,,,,,,42313305590000
278,70.1618,,0.0371,,-0.0114,4.5389,2.7296,8.2933,42313311010000
279,19.7384,,,,,,,6.3919,42323000820000
280,34.154,,,,,,2.72,6.601,42323300710000
281,96.9694,,0.2109,,0.0317,,2.6467,8.8667,42323300720000
282,15.7651,,,,,,,8.7877,42323306640000
283,,,,,,,,,42323307960000
284,25.3012,,0.1806,,,,2.6708,7.017,42323312460000
285,60.708,,0.036,,,,2.6519,9.027,42323312560000
286,75.0563,,0.239,,,,2.6809,7.7111,42323312660000
287,30.503,,,,,,,,42323324740000
288,64.3212,,0.0515,,0.0063,5.1607,2.6992,5.7707,42323329160000
289,89.4275,,,,,,2.6964,8.674,42395300370000
290,48.8314,,,,,,,8.2897,42395302780000
291,,,0.005,,,,2.728,8.61,42395302880000
292,17.0347,,0.0195,,0.0082,5.2201,2.6914,8.0287,42395302890000
293,80.7004,,0.2824,,,,2.5289,11.0926,42395303030000
294,107.5752,,,,,,,0.5471,42395303790000
295,9.5531,,,,,,,,42395304350000
296,12.424,,,,,,,0.0,42395304440000
297,20.262,,,,,2.6677,,,42395304830000
298,133.9153,,,,,,,0.1807,42395307330000
299,55.4173,,0.0911,,0.0159,,2.692,7.0828,42477303240000
300,17.894,,,,,,2.5522,8.9055,42477304680000
301,27.7318,,0.0147,,0.0124,,,0.358,42477305280000
302,101.5858,,,,,,2.5415,3.2602,42477305490000
303,8.3225,,,,,,,-2.0026,42479352780000
304,24.5856,,0.0553,,-0.0092,,2.7127,6.9411,42493302300000
305,24.4853,,,,,,2.6279,8.0585,42493303910000
306,43.2208,,,,,,2.7326,8.5061,42493306840000
307,31.994,,,,,,,,42493307780000
308,16.5759,,,,,,,,42493308380000
309,25.3228,,,,,,2.6934,7.6348,42493309720000
310,37.108,,,,,,,,42493310750000
311,92.8974,,0.2556,,0.0518,,2.6214,8.2067,42493311060000
312,39.9587,,,,,,,8.2583,42493311680000
313,57.6355,,,,,,,,42493312560000
314,32.5671,,,,,,,7.5703,42493316260000
315,65.888,,,,,,,7.4593,42493316680000
316,6.299,,,,,,,8.3276,42493317790000
317,36.8237,,,,,,,8.3567,42493318190000
318,26.9593,,,,,,,,42493319370000
319,21.7154,,0.041,,0.0331,,2.6534,-0.0723,42493322270000
320,23.1902,,,,,,,5.8367,42507007550000
321,5.967,,,,,,,,42507312420000
322,48.108,,0.1873,,-0.0354,,2.7687,8.1356,42507312960000
323,23.7728,,0.2363,,,4.7828,2.2962,7.6319,42507326870000
